,fips_code,county,total_2008,total_2012,total_2016
695,46037,Day County,3205,2873,2747
696,17093,Kendall County,46631,45042,50815
697,19029,Cass County,7350,7167,7055
698,4017,Navajo County,35800,35775,35409
699,16005,Bannock County,35105,35260,33405
700,47099,Lawrence County,16020,15219,15658
701,8101,Pueblo County,72427,73306,60112
702,8043,Fremont County,19919,20258,21880
703,12043,Glades County,3358,3989,4355
704,13095,Dougherty County,38846,37822,33925
705,13155,Irwin County,3828,3683,3659
706,31063,Frontier County,1404,1422,1310
707,36039,Greene County,22335,18263,18869
708,22055,Lafayette Parish,95642,98637,105599
709,39065,Hardin County,13114,12147,12014
710,56043,Washakie County,4089,3911,3715
711,55107,Rusk County,7272,7171,7029
712,27045,Fillmore County,11234,10854,10976
713,29051,Cole County,38745,37058,37261
714,13087,Decatur County,10374,10465,10238
715,17057,Fulton County,16323,15337,15609
716,22045,Iberia Parish,33168,33392,32454
717,46023,Charles Mix County,3978,3762,3433
718,46069,Hyde County,785,733,690
719,13291,Union County,10634,11072,12039
720,17117,Macoupin County,22373,20947,21881
721,21063,Elliott County,2515,2399,2847
722,35055,Taos County,16886,15188,15072
723,46039,Deuel County,2218,2171,2080
724,19023,Butler County,7166,7510,7457
725,37173,Swain County,5798,5705,5982
726,48307,McCulloch County,3010,2993,3086
727,40079,Le Flore County,16741,15830,17199
728,28043,Grenada County,11321,11320,10442
729,48223,Hopkins County,12919,12742,13476
730,21049,Clark County,15628,15410,16193
731,42131,Wyoming County,13138,11214,12418
732,20111,Lyon County,12911,11614,11745
733,47069,Hardeman County,11237,10435,9242
734,54043,Lincoln County,6835,6747,6988
735,13151,Henry County,88311,90469,98037
736,20101,Lane County,1027,917,831
737,48173,Glasscock County,557,578,602
738,6081,San Mateo County,303292,211814,213715
739,38011,Bowman County,1640,1728,1769
740,51027,Buchanan County,8734,9636,9220
741,56011,Crook County,3683,3657,3771
742,17201,Winnebago County,126031,116101,113027
743,51630,Fredericksburg City,9677,11396,11135
744,48289,Leon County,7041,6941,7407
745,55123,Vernon County,14075,14215,14193
746,17129,Menard County,6464,6142,6423
747,48333,Mills County,2177,2197,2238
748,21005,Anderson County,10552,10318,11414
749,37121,Mitchell County,7846,7673,7948
750,19183,Washington County,10626,10880,10824
751,31059,Fillmore County,2947,2815,2879
752,16025,Camas County,618,578,599
753,17199,Williamson County,30141,29079,31422
754,45039,Fairfield County,11619,11858,11252
755,1079,Lawrence County,14680,14079,14623
756,12055,Highlands County,44783,42440,45589
757,19077,Guthrie County,5847,5843,5654
758,31157,Scotts Bluff County,14730,13867,13895
759,29221,Washington County,9614,8616,9279
760,53077,Yakima County,77062,62449,52250
761,29119,McDonald County,8135,7817,8233
762,21077,Gallatin County,3193,3060,3334
763,48501,Yoakum County,2458,2128,2299
764,42103,Pike County,24284,23164,26066
765,29057,Dade County,4112,3896,3951
766,48401,Rusk County,18722,18537,18994
767,20141,Osborne County,1930,1802,1753
768,19187,Webster County,18554,18118,17239
769,42075,Lebanon County,58297,53771,58906
770,20099,Labette County,9031,7907,7919
771,48079,Cochran County,1057,916,901
772,24025,Harford County,123295,118417,124224
773,12015,Charlotte County,85158,84664,96323
774,13027,Brooks County,6201,6671,6268
775,29071,Franklin County,49293,46573,50045
776,41055,Sherman County,1047,1019,983
777,6057,Nevada County,55647,30864,33258
778,47041,DeKalb County,7065,6406,6940
779,26111,Midland County,43707,41808,42379
780,34013,Essex County,316183,281633,299808
781,21159,Martin County,3692,3824,3951
782,19093,Ida County,3547,3626,3590
783,39093,Lorain County,146859,138513,136654
784,45009,Bamberg County,6814,6854,6195
785,47147,Robertson County,27614,26285,27042
786,47169,Trousdale County,3239,2901,3142
787,29183,Saint Charles County,188529,185597,199513
788,54021,Gilmer County,2521,2482,2528
789,37095,Hyde County,2469,2358,2273
790,47107,McMinn County,7360,17818,18694
791,21163,Meade County,11206,10915,12223
792,20079,Harvey County,15613,13805,14540
793,55049,Iowa County,11969,12515,12123
794,36103,Suffolk County,659779,540653,625720
795,51740,Portsmouth City,46665,41860,43000
796,46045,Edmunds County,2076,1936,1918
797,16081,Teton County,4658,4523,4966
798,13233,Polk County,14113,13580,14158
799,39153,Summit County,269059,259389,249937
800,53043,Lincoln County,5977,5804,5629
801,51840,Winchester City,10126,10254,10574
802,53005,Benton County,72911,78874,70499
803,13129,Gordon County,17607,16857,18850
804,27151,Swift County,5244,5087,4968
805,19089,Howard County,4728,4625,4507
806,19139,Muscatine County,19119,19726,19086
807,49047,Uintah County,10151,11116,12714
808,18121,Parke County,6964,6504,6576
809,4009,Graham County,12007,11854,11939
810,21037,Campbell County,40297,40173,42471
811,8005,Arapahoe County,266148,254746,281658
812,37187,Washington County,6454,6456,6115
813,55097,Portage County,39422,39186,38123
814,29007,Audrain County,10781,9951,10043
815,27033,Cottonwood County,6036,5848,5697
816,51107,Loudoun County,139459,158648,180265
817,51137,Orange County,15801,16330,17157
818,31101,Keith County,3968,4026,3945
819,8047,Gilpin County,3301,3271,3574
820,21153,Magoffin County,4651,4905,5113
821,39071,Highland County,19186,17161,17048
822,55025,Dane County,282939,302845,304729
823,51111,Lunenburg County,5650,5726,5577
824,53049,Pacific County,10937,10477,8872
825,27009,Benton County,19339,19521,19911
826,42099,Perry County,19745,18240,21153
827,5013,Calhoun County,2217,2174,2250
828,20137,Norton County,2415,2296,2190
829,40147,Washington County,22765,21199,22208
830,23019,Penobscot County,80367,77171,80228
831,39005,Ashland County,25168,23826,24074
832,27073,Lac qui Parle County,4192,3974,3835
833,8107,Routt County,13199,13038,13772
834,29139,Montgomery County,5856,5317,5424
835,54087,Roane County,5563,5027,5234
836,5055,Greene County,13612,13754,14422
837,27013,Blue Earth County,35070,34039,33256
838,40019,Carter County,18844,17120,18533
839,20073,Greenwood County,2279,2706,2811
840,17059,Gallatin County,2859,2569,2691
841,42059,Greene County,15976,13726,14955
842,28007,Attala County,9183,7853,7242
843,51183,Sussex County,5363,5421,5036
844,55131,Washington County,74411,78558,76246
845,27099,Mower County,19187,18471,17587
846,1119,Sumter County,7020,7025,6391
847,1085,Lowndes County,7278,7519,6676
848,48109,Culberson County,759,876,762
849,17063,Grundy County,22171,20956,22891
850,47023,Chester County,6459,6396,4850
851,46071,Jackson County,1133,1106,1095
852,24005,Baltimore County,380938,354655,335017
853,48439,Tarrant County,628553,610149,662832
854,38071,Ramsey County,4762,4971,5218
855,20113,McPherson County,13385,12060,12443
856,20089,Jewell County,1584,1477,1483
857,41067,Washington County,236632,216473,232034
858,40049,Garvin County,10738,9478,10531
859,13189,McDuffie County,9440,9585,9268
860,47021,Cheatham County,16428,15177,15823
861,36067,Onondaga County,218239,188787,191962
862,8014,Broomfield County,29453,32191,37342
863,18025,Crawford County,4744,4586,4591
864,28041,Greene County,5789,5919,5325
865,39089,Licking County,82356,77423,79399
866,19019,Buchanan County,10338,10478,10137
867,37181,Vance County,20871,20770,19762
868,22065,Madison Parish,5300,5187,4732
869,13185,Lowndes County,39078,38610,36813
870,8013,Boulder County,171763,173207,176735
871,20163,Rooks County,2588,2625,2378
872,37021,Buncombe County,123795,126201,134507
873,48177,Gonzales County,6287,6039,6304
874,12081,Manatee County,151994,153451,178521
875,46081,Lawrence County,12055,11359,11842
876,21181,Nicholas County,2970,2580,2837
877,38029,Emmons County,1837,1862,1959
878,20125,Montgomery County,13907,12093,11623
879,27035,Crow Wing County,35165,34800,35568
880,36071,Orange County,151982,130494,140753
881,36081,Queens County,640137,507722,627021
882,31181,Webster County,1817,1730,1687
883,20173,Sedgwick County,192716,177852,180750
884,13301,Warren County,2660,2522,2332
885,55007,Bayfield County,9468,9759,9491
886,36079,Putnam County,47244,40883,44186
887,28153,Wayne County,10022,10269,9534
888,27091,Martin County,10754,10927,10469
889,51036,Charles City County,4153,4213,3745
890,55069,Lincoln County,15268,15152,14563
891,48097,Cooke County,15032,14291,15894
892,23029,Washington County,16654,15756,16559
893,47163,Sullivan County,63997,59833,59860
894,19061,Dubuque County,47953,50516,49037
895,21155,Marion County,7615,7316,8108
896,51191,Washington County,24500,25582,25715
897,35009,Curry County,14438,13450,11292
898,6049,Modoc County,4420,3986,3359
899,51033,Caroline County,12919,13590,14189
900,51141,Patrick County,8531,8241,8489
901,19161,Sac County,5053,5256,5158
902,17131,Mercer County,8848,8525,8417
903,55005,Barron County,22886,22583,22514
904,26127,Oceana County,12509,11438,11903
905,16063,Lincoln County,1870,1622,1748
906,29053,Cooper County,8026,7511,7976
907,53047,Okanogan County,16870,12781,7061
908,1107,Pickens County,10067,9599,9494
909,41017,Deschutes County,79782,77441,90584
910,46035,Davison County,8455,7968,7952
911,41033,Josephine County,42049,39679,42613
912,17035,Cumberland County,5321,5290,5513
913,40067,Jefferson County,2457,2234,2345
914,17123,Marshall County,6333,5842,5903
915,35031,McKinley County,23207,21313,20791
916,28127,Simpson County,12610,12249,11416
917,31039,Cuming County,4087,3928,3988
918,51640,Galax City,2402,2273,2363
919,46095,Mellette County,843,769,683
920,19121,Madison County,8480,8140,8523
921,18015,Carroll County,8736,7793,8609
922,51165,Rockingham County,33334,34783,36536
923,47085,Humphreys County,7580,6860,7139
924,12113,Santa Rosa County,76185,76816,87432
925,46089,McPherson County,1375,1215,1137
926,18043,Floyd County,36527,35283,37225
927,51009,Amherst County,14700,14937,15164
928,12017,Citrus County,76158,73923,79590
929,30093,Silver Bow County,16965,16617,16122
930,16003,Adams County,2320,2060,2183
931,31099,Kearney County,3150,3156,3242
932,39037,Darke County,25793,24807,25000
933,24021,Frederick County,111186,109127,114962
934,51510,Alexandria City,70364,73470,74384
935,48101,Cottle County,705,739,583
936,27037,Dakota County,225472,230023,228659
937,46059,Hand County,2011,1848,1818
938,47063,Hamblen County,22669,20020,20579
939,40013,Bryan County,13733,12721,13775
940,13075,Cook County,5903,6027,6038
941,54097,Upshur County,8970,8195,9180
942,54045,Logan County,13464,11901,12315
943,48385,Real County,1628,1533,1678
944,51003,Albemarle County,50921,53732,56134
945,51011,Appomattox County,7630,7924,7954
946,47079,Henry County,13545,12731,12887
947,21033,Caldwell County,6199,5860,5972
948,48131,Duval County,4409,4343,4159
949,19103,Johnson County,72975,74928,75637
950,29043,Christian County,37697,37952,41394
951,21237,Wolfe County,2968,2559,2634
952,49051,Wasatch County,8531,9109,11149
953,38045,LaMoure County,2241,2179,2115
954,29001,Adair County,11871,10121,10137
955,40127,Pushmataha County,4473,4130,4483
956,29017,Bollinger County,5784,5455,5669
957,1121,Talladega County,34204,33317,33218
958,28085,Lincoln County,16402,14303,15193
959,18145,Shelby County,17574,16743,17935
960,31019,Buffalo County,19293,19057,20477
961,30023,Deer Lodge County,5074,4408,4099
962,26005,Allegan County,55279,49199,55153
963,6079,San Luis Obispo County,132653,117597,106021
964,47185,White County,9647,9133,9776
965,48281,Lampasas County,7634,7138,8149
966,26117,Montcalm County,27051,25383,26556
967,39087,Lawrence County,27194,25252,25949
968,5063,Independence County,12299,12390,13443
969,46033,Custer County,4507,4520,4716
970,12121,Suwannee County,17662,17627,18675
971,37133,Onslow County,50203,50353,55364
972,54025,Greenbrier County,13726,12872,13984
973,48261,Kenedy County,202,166,186
974,1089,Madison County,152899,154632,159473
975,22059,La Salle Parish,6553,6572,6568
976,13205,Mitchell County,8120,8273,7857
977,5133,Sevier County,4580,4328,4517
978,55125,Vilas County,13750,13782,13453
979,48159,Franklin County,4491,4255,4356
980,41059,Umatilla County,25523,24623,26116
981,51051,Dickenson County,6753,6878,6405
982,8057,Jackson County,913,848,862
983,31155,Saunders County,10212,10203,10598
984,8079,Mineral County,623,650,652
985,47161,Stewart County,5507,5115,5283
986,32003,Clark County,647490,688339,765421
987,36057,Montgomery County,20175,16784,17438
988,29129,Mercer County,1748,1655,1739
989,38079,Rolette County,4534,4528,3662
990,34017,Hudson County,211312,176104,201425
991,41021,Gilliam County,1110,1044,937
992,37075,Graham County,4171,3910,4094
993,16053,Jerome County,6847,6681,10667
994,13005,Bacon County,3938,3929,4010
995,37063,Durham County,136897,143828,150543
996,28105,Oktibbeha County,18792,16001,16151
997,17027,Clinton County,17314,16394,17268
998,51161,Roanoke County,50975,53793,50149
999,38099,Walsh County,4882,5061,4543
1000,20207,Woodson County,1599,1435,1420
1001,40071,Kay County,18693,16122,16795
1002,34033,Salem County,31363,29116,29220
1003,28029,Copiah County,14502,13002,11906
1004,48423,Smith County,79561,84794,83161
1005,39151,Stark County,187545,176620,170868
1006,19153,Polk County,214386,227563,228420
1007,21007,Ballard County,4060,3895,4097
1008,28027,Coahoma County,10568,9563,8912
1009,28079,Leake County,9359,7921,8436
1010,41053,Polk County,36207,33996,37030
1011,22117,Washington Parish,18624,18100,18622
1012,26145,Saginaw County,104090,97903,94198
1013,48313,Madison County,4074,4025,4283
1014,28129,Smith County,8305,8099,7556
1015,18063,Hendricks County,64955,66590,75258
1016,29225,Webster County,16356,15421,16690
1017,6095,Solano County,160973,138565,141218
1018,37005,Alleghany County,5263,5025,5214
1019,47061,Grundy County,4632,4217,4750
1020,46113,Shannon County,3350,3130,2896
1021,31081,Hamilton County,4799,4824,4902
1022,25015,Hampshire County,79570,80406,82329
1023,13143,Haralson County,11097,10362,11317
1024,40055,Greer County,2114,1832,1896
1025,37049,Craven County,44598,45585,46231
1026,36099,Seneca County,14741,12148,12727
1027,45001,Abbeville County,11001,10577,10724
1028,42037,Columbia County,28063,24305,27127
1029,56029,Park County,14985,14492,14634
1030,26137,Otsego County,12616,11829,12529
1031,15009,Maui County,51789,48547,51942
1032,13049,Charlton County,3685,3763,4008
1033,21175,Morgan County,4379,4472,4766
1034,35027,Lincoln County,9696,9209,8856
1035,30071,Phillips County,2123,2228,2147
1036,35003,Catron County,2112,2100,2024
1037,13217,Newton County,41435,43216,43787
1038,26009,Antrim County,13852,13184,13572
1039,37067,Forsyth County,166133,172332,172509
1040,12033,Escambia County,154447,148430,151609
1041,5147,Woodruff County,2761,2685,2550
1042,28081,Lee County,34960,34363,31974
1043,10001,Kent County,66925,68669,74253
1044,48359,Oldham County,920,865,945
1045,46125,Turner County,4352,4210,4150
1046,37117,Martin County,12541,12541,11852
1047,18129,Posey County,12771,12216,12448
1048,26095,Luce County,2740,2477,2576
1049,6015,Del Norte County,9531,7940,7949
1050,27169,Winona County,27935,27103,25852
1051,8017,Cheyenne County,1111,1045,1076
1052,29161,Phelps County,19438,18188,18499
1053,30053,Lincoln County,9227,8869,9250
1054,1093,Marion County,12355,12104,12912
1055,13293,Upson County,11421,11257,10924
1056,42053,Forest County,2444,2308,2398
1057,16069,Nez Perce County,17823,16848,17195
1058,55105,Rock County,79169,80462,75043
1059,27057,Hubbard County,11638,11482,11423
1060,46101,Moody County,3254,3033,2930
1061,47093,Knox County,186086,167330,179266
1062,21151,Madison County,32537,33317,37318
1063,48267,Kimble County,1843,1891,1945
1064,17159,Richland County,7650,7274,7630
1065,6075,San Francisco County,382865,321023,279917
1066,26157,Tuscola County,27798,26482,26157
1067,48407,San Jacinto County,8958,9610,10305
1068,39061,Hamilton County,425086,402572,395000
1069,30087,Rosebud County,3810,3610,3357
1070,54101,Webster County,3052,2744,2955
1071,13157,Jackson County,22960,23670,27057
1072,13317,Wilkes County,5052,4746,4470
1073,20025,Clark County,1159,1000,983
1074,37139,Pasquotank County,18180,17343,16964
1075,37097,Iredell County,73162,75762,80727
1076,21119,Knott County,5820,5693,5756
1077,49015,Emery County,4448,4414,4263
1078,48293,Limestone County,7652,7563,7648
1079,40109,Oklahoma County,279354,256337,273609
1080,48181,Grayson County,45477,42207,47068
1081,48183,Gregg County,42610,41356,41365
1082,48055,Caldwell County,11648,11055,11709
1083,12086,Miami-Dade County,863486,877245,978670
1084,54109,Wyoming County,7530,7496,7809
1085,22073,Ouachita Parish,67244,68437,67987
1086,51187,Warren County,16126,16636,17791
1087,45089,Williamsburg County,16443,16282,15049
1088,30021,Dawson County,4432,4417,4297
1089,31109,Lancaster County,127490,123206,129803
1090,6031,Kings County,35108,30139,23497
1091,20179,Sheridan County,1376,1320,1362
1092,39067,Harrison County,7787,6999,6956
1093,55027,Dodge County,42823,44379,42818
1094,33019,Sullivan County,22614,21814,22101
1095,13111,Fannin County,10584,10007,11764
1096,48447,Throckmorton County,838,813,808
1097,17009,Brown County,2569,2362,2336
1098,48009,Archer County,4365,4163,4269
1099,39145,Scioto County,32571,30023,29618
1100,26073,Isabella County,28350,24119,25344
1101,26057,Gratiot County,17738,16011,16442
1102,48085,Collin County,296583,301101,356545
1103,18027,Daviess County,10586,10246,10736
1104,35019,Guadalupe County,2196,1978,1809
1105,21087,Green County,5079,4856,5331
1106,47115,Marion County,33767,10404,10832
1107,1075,Lamar County,7075,7159,6931
1108,1073,Jefferson County,318524,303424,290111
1109,13231,Pike County,8203,8099,8675
1110,12107,Putnam County,33171,31323,32652
1111,35033,Mora County,2760,2604,2429
1112,37017,Bladen County,15480,16351,15743
1113,5009,Boone County,15474,15363,15912
1114,56039,Teton County,12316,11356,12176
1115,1021,Chilton County,17785,17434,18255
1116,20181,Sherman County,2704,2606,2537
1117,48387,Red River County,5052,5074,5147
1118,48311,McMullen County,537,508,497
1119,46135,Yankton County,10134,9924,9616
1120,1007,Bibb County,8644,8391,8748
1121,49027,Millard County,4739,4958,5211
1122,21205,Rowan County,8154,7641,8829
1123,21125,Laurel County,22500,22408,24811
1124,28125,Sharkey County,2795,2258,1926
1125,17167,Sangamon County,99828,94032,96472
1126,21235,Whitley County,13704,13068,13765
1127,13035,Butts County,9091,9372,9477
1128,27065,Kanabec County,8499,8107,8125
1129,19053,Decatur County,4102,3812,3703
1130,8035,Douglas County,151819,150160,182918
1131,8109,Saguache County,2747,2796,2707
1132,17069,Hardin County,2255,2330,2133
1133,40133,Seminole County,8577,7449,8032
1134,48377,Presidio County,1757,1808,2203
1135,34011,Cumberland County,58065,49472,53018
1136,40121,Pittsburg County,17209,15598,17250
1137,24027,Howard County,145233,141167,146401
1138,46009,Bon Homme County,3175,3074,2974
1139,12089,Nassau County,38304,40523,46537
1140,40027,Cleveland County,104430,93720,109326
1141,51017,Bath County,2432,2218,2243
1142,26163,Wayne County,890326,814108,773983
1143,38069,Pierce County,2139,2162,2020
1144,20129,Morton County,1402,1247,1160
1145,29091,Howell County,17029,16341,17415
1146,28083,Leflore County,13081,11600,9566
1147,48475,Ward County,3602,3238,3413
1148,19135,Monroe County,3873,3802,3844
1149,6103,Tehama County,24436,17356,17477
1150,5039,Dallas County,3318,3083,2741
1151,48089,Colorado County,8353,8095,8480
1152,18003,Allen County,150324,146405,145787
1153,1043,Cullman County,35305,33178,37278
1154,18127,Porter County,73916,72487,76492
1155,37127,Nash County,47118,48235,46903
1156,51081,Greensville County,4887,4925,4363
1157,39015,Brown County,20113,18955,19139
1158,18169,Wabash County,13871,12702,13415
1159,29005,Atchison County,2976,2709,2723
1160,21009,Barren County,16807,16565,18473
1161,39025,Clermont County,95480,93392,96455
1162,45063,Lexington County,109512,112204,121829
1163,48259,Kendall County,16746,17729,19936
1164,56037,Sweetwater County,16703,16750,16661
1165,27069,Kittson County,2568,2405,2363
1166,47003,Bedford County,15507,14433,15300
1167,26055,Grand Traverse County,48733,47901,51460
1168,31053,Dodge County,15550,14759,14959
1169,17079,Jasper County,5131,5038,5104
1170,21075,Fulton County,2825,2481,2381
1171,12129,Wakulla County,14376,14656,15344
1172,12133,Washington County,11131,10998,11144
1173,40087,McClain County,14744,14299,16839
1174,13067,Cobb County,315444,308989,326424
1175,19071,Fremont County,3894,3655,3554
1176,24019,Dorchester County,15274,14249,14034
1177,51095,James City County,38603,41134,42737
1178,30065,Musselshell County,2306,2353,2404
1179,19057,Des Moines County,20570,20264,18713
1180,27157,Wabasha County,11893,11722,11764
1181,39051,Fulton County,21973,20757,20693
1182,51133,Northumberland County,7406,7542,8176
1183,28037,Franklin County,4685,4443,4219
1184,47189,Wilson County,51159,51437,56286
1185,47045,Dyer County,14450,13800,13290
1186,37105,Lee County,23788,23800,24676
1187,37123,Montgomery County,11210,11178,11449
1188,22041,Franklin Parish,9358,9336,9162
1189,48229,Hudspeth County,898,861,871
1190,36083,Rensselaer County,73986,63332,65991
1191,1087,Macon County,10877,10385,8748
1192,19107,Keokuk County,5361,5221,4858
1193,20051,Ellis County,12447,12779,11660
1194,13039,Camden County,17084,17938,18825
1195,55031,Douglas County,24066,22862,22185
1196,20037,Crawford County,16075,14385,14404
1197,21143,Lyon County,3855,3838,3959
1198,13257,Stephens County,10517,9467,9760
1199,48003,Andrews County,4629,4476,4926
1200,13267,Tattnall County,6714,6658,6879
1201,51061,Fauquier County,34219,35339,37124
1202,40033,Cotton County,2483,2453,2602
1203,13229,Pierce County,6791,6845,7297
1204,42133,York County,194210,186394,203153
1205,46107,Potter County,1440,1381,1335
1206,48247,Jim Hogg County,1815,1667,2119
1207,18147,Spencer County,10181,9725,9959
1208,1077,Lauderdale County,38104,36908,38813
1209,42097,Northumberland County,33939,31512,34971
1210,19169,Story County,46575,46529,48910
1211,45079,Richland County,165037,143016,169400
1212,48443,Terrell County,519,553,437
1213,36011,Cayuga County,34022,26073,30124
1214,39083,Knox County,28231,27618,27768
1215,13159,Jasper County,5904,6010,6016
1216,13021,Bibb County,66368,64625,58327
1217,37009,Ashe County,13069,12486,13160
1218,47087,Jackson County,4501,4178,4447
1219,56025,Natrona County,33267,32057,32493
1220,19047,Crawford County,7191,6686,6862
1221,39141,Ross County,31840,28961,28955
1222,46103,Pennington County,46280,44458,47741
1223,42001,Adams County,44491,41973,47138
1224,54063,Monroe County,5575,5152,5670
1225,6071,San Bernardino County,606334,531692,498697
1226,31161,Sheridan County,2462,2450,2565
1227,36075,Oswego County,49349,41133,44122
1228,20069,Gray County,2119,1901,2011
1229,48409,San Patricio County,21396,20064,21513
1230,37167,Stanly County,28506,28276,29451
1231,17173,Shelby County,10868,10383,10912
1232,42117,Tioga County,17984,15943,17334
1233,41015,Curry County,12332,11529,12163
1234,8029,Delta County,15434,15681,16661
1235,51750,Radford City,5429,5382,6032
1236,28053,Humphreys County,5126,4481,3599
1237,20059,Franklin County,11739,10806,10658
1238,41025,Harney County,3683,3535,3850
1239,29133,Mississippi County,5356,4918,5165
1240,28117,Prentiss County,10944,10033,9871
1241,23003,Aroostook County,35994,33866,34963
1242,17077,Jackson County,25532,21190,24509
1243,27155,Traverse County,2035,1840,1791
1244,49019,Grand County,4077,3812,4427
1245,40025,Cimarron County,1271,1197,1077
1246,29173,Ralls County,5084,5036,5266
1247,19015,Boone County,13929,14237,13984
1248,34001,Atlantic County,119042,102405,105738
1249,46041,Dewey County,2019,1895,1707
1250,27139,Scott County,67132,71411,74390
1251,29101,Johnson County,22080,21001,21087
1252,17109,McDonough County,13042,12439,12910
1253,20049,Elk County,1434,1356,1259
1254,55053,Jackson County,9251,9290,9202
1255,39075,Holmes County,11113,11355,10823
1256,37069,Franklin County,26639,28059,29902
1257,5123,Saint Francis County,9505,8021,7412
1258,48305,Lynn County,2116,1852,1997
1259,21107,Hopkins County,19348,19765,20325
1260,27131,Rice County,31799,32160,32217
1261,5077,Lee County,3763,3424,3004
1262,1061,Geneva County,11657,11318,11659
1263,6009,Calaveras County,23306,18469,19029
1264,18079,Jennings County,11839,10237,11115
1265,21023,Bracken County,3399,3230,3522
1266,5065,Izard County,5218,5313,5396
1267,20027,Clay County,4054,3584,3727
1268,54007,Braxton County,5408,4756,5063
1269,12005,Bay County,81127,79834,87151
1270,21015,Boone County,50774,52495,57550
1271,55009,Brown County,124754,128514,127497
1272,6063,Plumas County,11028,9128,8830
1273,8113,San Miguel County,4350,4215,4311
1274,36015,Chemung County,38695,31981,33195
1275,19115,Louisa County,4920,4921,4943
1276,51775,Salem City,12406,12270,12129
1277,28103,Noxubee County,6589,6264,5538
1278,36019,Clinton County,33337,27622,28378
1279,17091,Kankakee County,48016,45452,46556
1280,45059,Laurens County,26282,25373,26474
1281,28051,Holmes County,9543,8076,7045
1282,31069,Garden County,1138,1088,1063
1283,51113,Madison County,6699,6597,6934
1284,56001,Albany County,17117,16052,16420
1285,31123,Morrill County,2351,2152,2166
1286,29013,Bates County,8283,7771,8021
1287,13057,Cherokee County,93772,98041,110825
1288,31077,Greeley County,1199,1181,1165
1289,18051,Gibson County,15095,14718,15472
1290,51830,Williamsburg City,6787,7722,7534
1291,28143,Tunica County,4332,4262,3463
1292,48191,Hall County,1264,1108,1089
1293,45071,Newberry County,16524,16287,16795
1294,17001,Adams County,30823,30538,31770
1295,8073,Lincoln County,2304,2248,2402
1296,42005,Armstrong County,30081,28322,30446
1297,31025,Cass County,12122,11952,12609
1298,37045,Cleveland County,43835,42542,44137
1299,1097,Mobile County,181424,174189,163387
1300,37051,Cumberland County,127575,126092,124402
1301,17085,Jo Daviess County,11750,11411,11177
1302,51065,Fluvanna County,12735,12724,13492
1303,48115,Dawson County,4096,3640,3562
1304,48039,Brazoria County,104940,106422,120296
1305,36017,Chenango County,20847,17655,18113
1306,37177,Tyrrell County,1910,1775,1700
1307,48471,Walker County,19146,15066,19683
1308,26131,Ontonagon County,3885,3535,3420
1309,12091,Okaloosa County,95529,94739,100657
1310,12007,Bradford County,11676,11631,12098
1311,6041,Marin County,140197,99286,88115
1312,20177,Shawnee County,84177,74844,73648
1313,23017,Oxford County,31650,28734,31094
1314,19101,Jefferson County,8631,8405,8001
1315,17017,Cass County,5408,4858,5054
1316,39049,Franklin County,560325,541751,554711
1317,27143,Sibley County,7729,7785,7727
1318,36115,Washington County,25730,21263,22401
1319,20147,Phillips County,2667,2537,2611
1320,47141,Putnam County,27316,25479,26958
1321,13119,Franklin County,8073,7757,8474
1322,19095,Iowa County,8546,8788,8789
1323,33013,Merrimack County,79719,80054,81668
1324,51171,Shenandoah County,19223,19289,20335
1325,47131,Obion County,13392,12296,12223
1326,20013,Brown County,4376,3865,3960
1327,16007,Bear Lake County,2943,2822,2928
1328,34021,Mercer County,160039,139064,141332
1329,55109,Saint Croix County,44821,46009,46819
1330,55075,Marinette County,21255,20712,19979
1331,56007,Carbon County,6854,6461,6200
1332,18111,Newton County,6045,5652,5791
1333,34005,Burlington County,223174,197059,194988
1334,18011,Boone County,26647,27725,32061
1335,49021,Iron County,16450,13168,6197
1336,48113,Dallas County,738463,705941,750649
1337,22071,Orleans Parish,147439,157233,165619
1338,27077,Lake of the Woods County,2313,2220,2230
1339,17083,Jersey County,10583,9940,10909
1340,45067,Marion County,10876,14766,14217
1341,47127,Moore County,2952,2799,2926
1342,1069,Houston County,41735,41843,42030
1343,8117,Summit County,14899,15038,16061
1344,18117,Orange County,8086,7753,8189
1345,37035,Catawba County,69451,69102,71065
1346,45029,Colleton County,17321,17077,17231
1347,19155,Pottawattamie County,42320,41679,42226
1348,38101,Ward County,25621,25231,26861
1349,6011,Colusa County,6429,5865,6260
1350,21095,Harlan County,9914,10658,10744
1351,1115,Saint Clair County,34088,35105,37937
1352,6107,Tulare County,105206,72832,59817
1353,48147,Fannin County,11694,10781,11972
1354,55095,Polk County,22643,22494,22691
1355,55139,Winnebago County,87677,88814,85892
1356,39055,Geauga County,51102,50125,48736
1357,20001,Allen County,5859,5221,5314
1358,8055,Huerfano County,3643,3623,3772
1359,18041,Fayette County,9462,8816,9530
1360,20103,Leavenworth County,30587,28532,29676
1361,53029,Island County,42159,41319,41010
1362,20097,Kiowa County,1135,1133,1023
1363,48043,Brewster County,3900,3866,4226
1364,12093,Okeechobee County,12786,12321,13632
1365,22039,Evangeline Parish,15976,15765,14879
1366,19005,Allamakee County,7059,6824,6837
1367,17031,Cook County,2137466,1944401,2055215
1368,48265,Kerr County,22556,21811,23090
1369,46129,Walworth County,2650,2462,2477
1370,34007,Camden County,235704,203201,220437
1371,51700,Newport News City,81295,79169,68432
1372,48373,Polk County,20149,19058,34444
